,0
mutual_info0,19.723639965057373
mutual_info1,19.409476280212402
mutual_info2,19.26010036468506
mutual_info3,20.07029628753662
mutual_info4,19.23374629020691
mutual_info5,19.660561084747314
mutual_info6,19.65466022491455
mutual_info7,19.329119443893433
mutual_info8,19.415648221969604
mutual_info9,19.349915504455566
Avg_time,19.510716366767884
