,0
pearson0,0.29258298873901367
pearson1,0.29587864875793457
pearson2,0.29143691062927246
pearson3,0.35548973083496094
pearson4,0.36605334281921387
pearson5,0.36430811882019043
pearson6,0.3665885925292969
pearson7,0.3655526638031006
pearson8,0.36800670623779297
pearson9,0.3655378818511963
Avg_time,0.34314355850219724
