,0
pearson0,6.01831841468811
pearson1,5.699103116989136
pearson2,5.56633448600769
pearson3,5.635637521743774
pearson4,5.965911388397217
pearson5,6.062328100204468
pearson6,6.020034074783325
pearson7,5.945141792297363
pearson8,5.852675199508667
pearson9,6.1138834953308105
Avg_time,5.887936758995056
